personid,age,hisp,PriceCategory,married,MyBestBuy,hhincome,appliances,Warranty,familysize,productgeneration,newcustomer,weekend
44303010,65,0,12,1,1,18.612,1,0,4,8,1,0
16247030,58,0,10,1,0,18.618,0,1,4,6,1,1
81138030,69,0,8,0,1,18.624001,1,0,1,5,1,1
48652040,69,0,9,1,1,18.648001,0,0,4,7,1,0
40930010,60,0,14,0,0,18.672001,0,0,1,9,1,0
51795020,65,0,11,1,0,18.690001,0,1,4,6,1,1
10766010,60,0,8,0,1,18.695999,0,0,1,5,1,1
51108040,76,0,12,1,1,18.743999,0,1,3,8,1,0
51108010,65,0,11,1,0,18.743999,1,1,3,6,1,1
77757010,66,0,13,0,1,18.768,1,0,1,8,1,1
45589030,57,0,12,0,0,18.77,1,0,2,8,1,0
50156010,66,0,14,0,0,18.785,1,1,1,8,1,0
60793010,60,0,12,1,0,18.792,1,1,3,8,0,0
81051010,66,0,12,0,1,18.799999,1,0,2,8,1,0
42336020,68,0,12,1,1,18.799999,1,0,3,8,0,0
30804030,72,0,12,1,1,18.809999,1,0,4,7,1,0
21402030,71,0,12,1,1,18.816,1,0,3,8,1,1
58398010,65,0,11,0,1,18.835058,1,1,1,7,0,0
71505010,65,0,12,0,0,18.864,1,0,2,8,1,0
20978010,67,0,14,0,1,18.879999,0,1,1,9,0,0
78526010,68,0,16,0,1,18.924,0,1,1,9,1,0
85215020,69,0,12,1,0,18.959999,1,1,3,7,0,0
85215030,73,0,6,1,1,18.959999,1,1,4,5,1,1
53839010,67,0,14,0,1,18.964001,1,0,2,8,0,1
55737010,68,0,12,1,1,18.968,1,1,4,8,1,0
55737040,71,0,16,1,1,18.968,0,0,3,9,1,0
42161020,67,1,4,1,1,18.983999,0,1,4,4,0,0
42161030,70,1,6,1,1,18.983999,0,0,4,5,0,0
50158010,59,0,12,1,0,19,0,1,3,7,0,0
79033030,71,0,10,1,1,19,1,1,4,7,0,1
10281020,65,0,11,1,1,19,1,1,4,8,1,1
50158020,65,0,10,1,0,19,0,1,4,6,1,1
60214010,67,0,11,0,1,19.032,1,1,1,7,1,0
50708010,66,0,12,0,1,19.047001,1,0,2,8,1,1
51306020,60,0,17,1,0,19.048,0,1,4,11,0,0
51306010,65,0,12,1,1,19.048,0,1,4,7,1,0
56318010,65,0,12,0,0,19.091999,1,1,1,7,1,0
48694010,59,0,7,0,0,19.091999,0,0,2,5,1,1
74610010,59,0,8,1,0,19.127001,0,1,3,5,1,1
16841010,66,0,12,0,1,19.128,1,1,2,8,0,0
17755010,66,0,12,0,0,19.139999,1,1,2,7,1,0
22565010,68,0,9,0,1,19.148001,1,0,1,7,0,0
20913040,72,0,8,1,1,19.152,0,1,4,6,0,0
59864010,67,0,12,0,1,19.200001,0,1,1,8,1,1
48017020,68,0,12,1,1,19.200001,1,1,4,8,1,0
48017030,72,0,16,1,1,19.200001,0,1,4,10,1,1
20405010,67,0,12,0,1,19.232,1,0,1,8,1,0
49210020,65,0,12,0,1,19.265932,1,0,1,8,1,0
38782010,65,0,10,0,0,19.268,0,0,1,6,1,0
84550010,66,0,9,0,0,19.280001,0,0,1,5,0,1
59166030,72,0,14,1,1,19.284,1,0,3,9,1,1
59166020,68,0,12,1,1,19.284,0,1,3,7,1,1
13392030,56,0,9,1,0,19.296,0,1,4,7,0,0
30491020,69,0,10,1,1,19.299999,0,1,3,6,1,0
80836010,68,0,12,0,1,19.312,1,1,2,8,1,0
33288010,68,0,12,0,1,19.379999,1,1,2,7,1,1
46322010,66,0,15,0,1,19.389,1,0,2,8,1,1
53148030,76,0,11,0,1,19.392,1,0,2,8,1,0
51518010,68,0,11,0,0,19.4,1,0,1,7,1,1
85173010,68,0,10,1,1,19.4,1,1,3,7,0,0
20887040,71,0,12,1,0,19.4,1,0,3,7,1,0
88120020,65,1,6,1,0,19.439322,0,0,3,4,0,0
60691020,66,0,8,1,1,19.440001,0,1,4,6,1,0
60691030,81,0,6,1,1,19.440001,0,0,3,5,1,1
62186010,69,1,0,0,1,19.440001,0,0,2,2,1,1
80911010,67,0,12,1,1,19.440001,1,0,4,7,1,1
50815010,68,0,12,0,0,19.464001,1,1,2,7,1,1
23021010,68,0,10,0,1,19.524,1,1,1,7,1,0
22665010,68,0,11,0,1,19.538,1,0,2,6,1,0
47061010,68,0,7,1,0,19.544001,1,1,3,4,1,1
47061040,71,0,3,1,1,19.544001,0,1,3,2,1,1
19488030,73,0,12,1,1,19.548,1,1,3,7,1,0
19488020,58,0,12,1,0,19.548,0,1,3,7,1,0
79867020,66,0,12,0,0,19.556,1,0,1,8,1,0
47030030,80,1,12,1,1,19.559999,0,0,4,8,0,0
86450010,67,0,16,1,1,19.559999,1,1,4,10,0,0
48506010,65,0,12,0,0,19.563999,0,0,2,8,1,0
72618010,68,1,14,0,1,19.586,0,1,2,9,1,0
39937010,67,0,14,1,1,19.6,0,1,3,8,1,0
15758010,68,0,12,0,1,19.6,1,0,1,7,1,1
39937020,65,0,12,1,1,19.6,1,0,4,7,0,1
90368010,68,0,17,0,1,19.639999,0,1,2,9,0,0
36926020,66,0,9,1,1,19.652,1,0,4,7,0,1
23108010,58,0,12,1,0,19.66,0,1,4,7,1,0
77871010,67,1,12,0,1,19.68,1,0,1,8,1,0
55721010,63,0,12,1,1,19.68,1,0,4,8,1,0
43117010,67,0,12,0,1,19.682844,1,1,1,7,1,0
30313010,66,0,12,1,1,19.712,1,0,4,7,0,0
53249010,65,0,11,0,0,19.74,1,1,1,7,1,0
42277010,67,0,17,1,1,19.75,1,1,3,10,1,1
56215020,68,0,12,1,1,19.799999,0,0,3,7,0,1
44418010,67,0,12,1,1,19.799999,1,0,4,8,1,1
56215030,76,0,11,1,1,19.799999,1,1,4,7,1,1
44418040,70,0,12,1,1,19.799999,1,0,4,8,0,1
60196010,66,0,12,0,1,19.823999,1,1,1,7,0,1
86777020,66,0,8,1,1,19.837999,1,1,4,5,1,1
25344030,52,0,12,1,0,19.848,1,1,4,8,1,0
83874020,65,0,12,1,0,19.9,1,1,3,8,0,0
83874030,69,0,12,1,1,19.9,1,0,3,7,1,0
50802040,72,0,8,1,1,19.936001,1,0,3,5,1,0
50802010,67,0,12,1,1,19.936001,1,1,4,7,1,0
59368010,66,0,16,1,0,19.955999,1,1,4,9,1,0
59368040,52,0,14,1,0,19.955999,1,0,3,8,1,1
16220010,68,0,12,0,1,19.958,1,1,2,7,1,1
48114010,66,0,12,1,1,19.988001,1,1,4,7,0,0
48114040,82,0,15,1,1,19.988001,1,1,4,10,1,1
86883040,69,0,10,0,0,20.004,1,0,1,7,0,0
14063010,69,0,12,1,1,20.011999,1,1,3,8,1,1
14063020,67,0,9,1,1,20.011999,1,1,4,5,1,1
59935010,61,0,12,1,0,20.030001,0,0,3,7,1,0
24528010,64,0,14,1,1,20.040001,1,0,4,9,1,1
37431020,66,0,7,1,0,20.068001,1,0,3,6,1,0
53905010,65,0,12,1,1,20.069,0,1,4,7,0,1
53905020,65,0,8,1,1,20.069,1,0,4,5,1,1
66020020,68,1,2,1,1,20.120001,1,1,3,2,0,0
34987040,70,0,16,1,1,20.120001,0,0,3,10,0,0
23087030,72,0,12,0,0,20.188,1,1,1,7,1,1
86592010,68,1,12,1,1,20.200001,1,0,3,7,0,0
54124020,60,1,12,1,0,20.24,0,0,3,7,1,0
36040020,66,0,10,1,0,20.271999,0,1,4,6,0,0
36040010,67,0,12,1,1,20.271999,0,1,4,8,1,1
83103010,67,0,13,0,1,20.351999,1,1,1,7,1,0
40761040,69,0,15,1,1,20.375,1,0,3,9,0,1
62176010,66,1,9,1,0,20.396,1,0,4,5,1,1
44878020,69,0,7,0,0,20.4,1,1,2,5,1,0
62780010,66,1,8,1,1,20.4,0,1,4,6,1,0
87295010,65,0,12,0,1,20.4,1,1,1,8,0,0
19746020,66,0,3,1,1,20.451,1,1,4,4,1,0
35785030,72,0,12,1,0,20.455999,1,1,4,7,1,0
35785020,67,0,12,1,1,20.455999,1,1,3,7,1,1
60837010,68,0,12,0,1,20.474001,0,1,2,7,0,0
11678040,72,0,12,0,1,20.5,1,0,2,7,1,0
16246030,71,0,10,1,1,20.532,1,1,4,6,1,1
16246020,66,0,12,1,0,20.532,1,0,4,8,1,0
14433010,69,0,12,1,0,20.544001,1,1,4,7,1,0
16459040,75,0,5,1,1,20.556,0,0,4,4,0,1
16459010,69,0,9,1,0,20.556,1,1,3,6,1,0
40608010,65,0,14,1,0,20.563999,1,0,3,8,1,0
58870010,67,0,12,0,1,20.591999,1,0,1,8,0,0
15447010,66,0,12,1,1,20.608,1,0,4,8,1,1
15447020,66,0,12,1,1,20.608,1,1,3,7,1,0
49175040,73,0,8,1,1,20.632,1,1,4,5,1,1
49175010,69,0,12,1,0,20.632,1,0,3,8,0,1
42145040,70,1,11,1,0,20.636,1,0,4,7,1,1
42145010,67,1,6,1,1,20.636,1,0,3,4,1,1
75680010,63,0,13,0,1,20.639999,0,1,1,7,1,1
79240020,65,0,12,0,0,20.639999,1,0,1,7,1,0
16439030,73,0,12,1,1,20.648001,0,0,3,7,1,1
48528010,66,0,12,1,1,20.688,1,1,4,7,1,0
84776020,60,0,6,1,0,20.695,0,0,4,5,1,0
83720010,68,0,16,0,1,20.704,1,0,2,9,0,0
15129010,58,0,9,0,0,20.743,1,1,1,6,1,1
87116010,65,0,12,1,1,20.790001,1,1,4,8,0,1
56567010,59,1,12,1,0,20.809999,1,0,3,8,1,0
53088010,65,0,12,1,0,20.823999,1,1,4,7,1,1
53088040,69,0,12,1,1,20.823999,0,1,4,7,1,0
84687010,58,0,10,1,0,20.888,0,0,3,6,0,1
13738020,68,0,10,1,1,20.888,1,0,4,6,1,0
59580010,67,0,9,1,1,20.888,0,1,4,7,0,1
13738010,67,0,12,1,0,20.888,0,1,3,8,1,0
53055040,71,0,8,1,1,20.896,0,1,3,6,0,0
53055010,68,0,10,1,0,20.896,1,1,4,6,1,1
36677020,68,0,9,1,1,20.9,1,1,4,5,1,0
36677030,70,0,12,1,1,20.9,1,0,3,8,1,0
83034040,73,0,9,1,1,20.948,1,1,3,6,1,0
31378010,65,0,14,0,1,20.98,1,1,2,9,0,0
31061010,65,0,13,1,1,20.980822,1,0,3,7,0,1
52460010,68,0,12,1,1,20.988001,0,1,4,8,1,0
36804010,68,0,12,0,1,21.011999,1,1,1,8,1,0
21431010,67,0,11,1,1,21.035999,1,1,4,6,1,0
21431040,70,0,12,1,1,21.035999,1,1,3,7,1,0
77526010,69,0,12,1,1,21.068001,1,1,3,8,1,1
71765010,65,0,12,1,1,21.184,1,1,3,8,1,0
84725010,66,0,14,0,1,21.195,1,1,1,8,0,1
84903010,64,0,15,0,0,21.288,0,1,1,10,1,0
57306020,69,0,12,1,1,21.299999,0,1,3,8,1,1
57306030,73,0,12,1,1,21.299999,1,0,3,8,1,1
17473010,67,0,14,0,1,21.32,1,1,1,9,1,1
70979010,64,0,7,1,1,21.323999,0,0,3,6,1,1
49753010,68,0,13,0,0,21.34,1,1,1,7,0,1
21468020,66,0,9,1,1,21.356001,1,1,3,7,1,0
71259020,69,1,14,1,1,21.375999,1,0,3,8,0,0
71259010,68,0,16,1,1,21.375999,1,0,4,9,1,0
55439010,66,0,12,0,0,21.427999,1,0,1,8,1,0
47067010,67,0,15,0,0,21.464001,0,1,2,9,1,0
60357020,61,0,12,1,0,21.465,0,1,3,7,1,1
60357030,74,0,14,1,0,21.465,1,0,3,8,1,0
84575020,67,0,12,1,1,21.468,1,1,4,7,1,0
84272020,66,0,12,0,0,21.511999,0,1,2,8,0,1
54257010,66,0,13,0,0,21.513,1,0,1,9,1,0
80216010,67,0,11,1,1,21.559999,1,1,4,7,1,0
31890010,67,0,3,1,1,21.6,1,1,4,3,0,0
56840010,65,0,12,0,1,21.6,1,0,2,7,0,0
21749010,65,0,12,1,1,21.6,1,1,4,7,0,0
36808010,65,0,10,0,1,21.6,1,0,2,6,0,0
64391010,65,1,8,1,1,21.6,0,1,4,6,1,0
48504010,67,0,14,1,1,21.6,1,0,3,9,1,1
52746020,66,0,11,1,1,21.6,0,1,3,8,1,0
52295020,58,1,5,1,0,21.6,1,1,3,4,1,0
31890040,76,0,6,1,1,21.6,0,1,3,5,1,1
21749040,86,0,12,1,1,21.6,1,1,4,7,0,0
16558020,68,0,7,1,1,21.612,1,1,4,6,1,0
42311020,68,0,12,0,1,21.690001,1,0,2,8,0,0
88188010,66,1,6,0,0,21.700001,0,0,2,5,1,0
48479010,67,0,12,1,1,21.708,1,1,4,8,0,0
48479020,68,0,12,1,1,21.708,0,0,4,8,1,0
76472010,68,0,12,1,1,21.719999,1,1,3,7,1,0
50853010,68,0,12,1,1,21.732,1,0,4,8,1,1
11902030,70,0,9,0,1,21.768,1,1,2,6,1,0
47660020,68,0,8,1,1,21.829,1,1,4,5,1,0
38699030,70,0,9,1,1,21.84,0,0,4,6,0,0
38699020,66,0,12,1,1,21.84,0,1,3,7,1,1
45848010,67,0,12,0,0,21.841999,1,0,1,7,1,0
19142030,81,1,10,1,0,21.868,0,0,4,6,1,0
16119020,68,0,12,0,0,21.9,1,0,2,8,1,0
50583020,69,0,14,1,0,21.964001,1,1,4,9,1,1
50583030,69,0,12,1,1,21.964001,1,1,4,8,1,0
75851010,65,0,15,0,1,21.974274,1,0,1,9,1,0
81521010,66,0,13,0,0,22.002001,1,1,1,8,1,1
87465010,67,0,13,1,0,22.028,1,1,4,7,1,1
51225010,65,0,9,1,0,22.032,1,1,3,6,1,1
23323010,66,0,12,0,0,22.035999,0,1,2,7,1,0
18686030,70,0,15,1,1,22.039,1,1,4,8,1,0
18686020,67,0,16,1,1,22.039,1,1,3,9,0,0
17239010,67,0,10,1,1,22.044001,1,1,3,6,1,0
43977010,64,0,7,1,0,22.059999,0,1,3,6,1,1
75371040,79,0,12,1,1,22.08,1,1,4,8,1,0
75371010,68,0,12,1,0,22.08,1,0,4,7,1,1
37050040,70,0,10,1,1,22.096001,1,1,4,6,0,0
14618010,69,0,12,0,0,22.096001,1,0,1,7,0,0
37050010,66,0,12,1,0,22.096001,1,1,4,8,0,0
22427010,67,0,12,0,0,22.104,1,0,1,7,1,0
43027010,58,0,9,0,0,22.110001,0,1,1,6,1,0
48534010,66,0,8,1,1,22.132,0,0,4,5,1,0
36206010,68,0,12,0,1,22.135,1,0,2,7,1,0
84004010,68,0,12,1,1,22.200001,1,0,3,8,0,0
52221020,66,0,12,1,1,22.212,1,1,3,8,1,1
24061010,59,0,17,0,0,22.224001,0,1,2,11,0,0
39115020,66,0,11,1,0,22.26,1,1,4,6,0,0
39115030,74,0,9,1,1,22.26,1,1,3,6,0,0
83758030,70,0,14,1,1,22.263,1,0,3,9,1,0
83758020,69,0,16,1,1,22.263,1,1,4,10,0,0
83599020,65,0,10,1,1,22.271999,1,1,3,6,0,1
83599030,74,0,12,1,1,22.271999,1,1,3,8,1,1
37053010,65,0,11,1,1,22.275999,1,0,4,8,0,1
37053020,63,0,10,1,1,22.275999,0,1,4,7,0,0
42645010,67,0,12,1,1,22.275999,1,0,3,8,0,1
52946010,68,0,14,1,1,22.275999,1,0,4,8,0,0
48616020,67,0,11,1,0,22.384001,1,1,4,7,1,1
48616010,66,0,12,1,1,22.384001,1,1,4,7,1,0
81564010,68,0,8,1,1,22.396,1,1,4,6,1,1
32202010,65,0,11,1,0,22.4,1,1,4,7,1,1
44836010,68,0,11,1,1,22.440001,1,0,4,7,1,0
77354020,65,0,12,1,0,22.440001,1,1,3,7,1,0
48870040,70,0,12,1,0,22.440001,0,1,4,8,1,0
77354010,62,0,12,1,0,22.440001,0,0,3,7,0,0
48870010,68,0,12,1,1,22.440001,1,1,4,8,1,0
44836040,71,0,10,1,1,22.440001,1,1,4,6,1,0
86137010,65,0,12,0,0,22.492001,1,0,2,8,1,0
64868010,65,1,6,1,1,22.5,0,0,3,4,1,0
51387020,67,0,12,1,0,22.532,1,1,4,7,0,0
51387010,67,0,4,1,1,22.532,0,1,4,4,1,1
80672010,68,0,11,1,1,22.612062,1,1,4,8,1,0
23014010,67,0,3,0,0,22.615999,0,0,1,3,0,0
74034010,65,0,14,0,1,22.632,1,0,2,8,0,1
49229020,66,0,13,1,1,22.634001,1,0,4,8,0,0
41574040,70,0,11,1,0,22.636999,0,1,4,7,0,1
41574010,66,0,11,1,1,22.636999,0,1,3,7,0,0
34135010,67,0,16,0,0,22.639999,1,1,1,10,1,1
78132010,61,0,12,0,1,22.639999,0,1,1,7,1,0
41532010,68,0,7,1,0,22.656,0,1,3,6,1,0
12252010,67,0,14,1,1,22.66,0,0,4,9,0,1
48275020,67,0,11,1,0,22.68,1,1,3,8,1,0
84772030,73,0,10,1,1,22.712,1,1,4,6,1,1
65218010,61,1,6,1,0,22.715,1,1,3,4,1,1
48556010,67,0,11,0,0,22.719999,1,0,2,8,1,1
86936010,69,0,12,1,1,22.752001,1,1,4,7,1,0
86936040,72,0,11,1,1,22.752001,1,0,4,7,1,0
71402010,67,0,6,1,0,22.780001,1,1,4,4,1,0
78339030,79,0,16,1,1,22.799999,1,1,4,10,0,0
33094040,70,0,8,0,1,22.799999,1,1,1,6,1,0
44369030,75,0,7,1,1,22.799999,1,1,4,4,1,0
78339020,66,0,14,1,1,22.799999,1,1,4,8,0,1
45213020,65,0,13,1,1,22.799999,1,1,4,9,0,1
11690010,67,0,12,0,0,22.862,1,1,2,8,1,0
19715010,68,0,9,1,0,22.864,1,1,4,6,0,0
19715040,75,0,4,1,1,22.864,1,1,3,4,1,1
71021020,66,0,3,1,0,22.9,0,1,4,3,1,0
71021010,61,0,10,1,1,22.9,0,1,3,6,1,0
22532020,68,0,8,1,1,22.916,1,1,4,5,1,1
22532010,69,0,12,1,1,22.916,1,1,4,8,1,0
52894010,65,0,12,1,1,22.92,0,1,3,7,1,0
20549010,62,0,14,0,0,23,1,1,2,8,0,0
43763010,66,0,12,1,1,23,1,1,3,8,1,1
56138010,66,0,12,1,0,23,1,1,3,7,0,1
87497020,67,0,11,1,0,23,1,1,3,7,1,1
43763020,67,0,12,1,1,23,1,1,3,8,0,1
87497010,65,0,10,1,0,23,1,1,4,6,0,1
30932040,75,0,10,1,0,23,1,1,3,7,1,1
73625010,68,0,8,1,1,23.028,0,0,3,5,1,1
18950010,65,0,11,0,1,23.039711,1,1,2,6,1,0
30219030,74,0,12,1,1,23.063999,1,1,4,7,1,0
82965020,69,1,12,1,1,23.084,1,0,4,8,1,1
78273010,61,0,16,1,0,23.101,1,1,3,10,1,0
78273020,68,0,12,1,0,23.101,0,1,4,7,1,1
48430040,72,0,11,0,0,23.120001,1,1,2,6,1,1
86506020,63,0,12,1,1,23.134001,1,0,3,7,0,1
24897010,62,0,12,0,0,23.172001,0,0,2,7,0,0
43075030,69,0,12,0,1,23.18,1,1,1,7,1,1
51558040,70,0,11,1,1,23.204,0,1,4,7,0,0
48625020,69,0,13,0,1,23.226,0,1,2,9,0,0
71265010,65,1,8,1,1,23.32,0,0,4,5,1,0
48111040,72,0,8,1,1,23.4,1,1,3,6,1,0
24697030,69,0,12,1,1,23.448,0,1,3,7,1,1
55292010,65,0,12,0,1,23.483999,1,1,1,7,0,0
50635010,67,0,9,1,1,23.492001,1,1,4,6,1,1
50635020,69,0,13,1,1,23.492001,1,1,4,8,1,0
60615010,65,0,11,1,1,23.496,1,1,4,7,1,0
54212010,67,0,12,1,1,23.52,0,1,4,7,1,0
54212040,74,0,11,1,1,23.52,1,1,4,7,1,1
55003020,68,0,12,0,0,23.52,0,0,2,7,1,0
79826010,67,0,11,0,1,23.577999,1,1,2,7,0,0
37842010,67,0,16,0,1,23.58,1,0,2,9,1,1
87382010,68,0,12,0,1,23.591999,0,1,1,7,0,1
47718020,68,0,12,1,1,23.629999,0,1,4,8,1,1
47718010,60,0,12,1,1,23.629999,0,0,4,7,1,0
13547010,66,0,9,1,0,23.634001,1,1,3,5,1,1
13547020,65,0,9,1,0,23.634001,1,1,3,6,0,0
75549010,68,0,12,0,0,23.66,1,1,1,7,1,1
39492010,65,0,14,0,1,23.674999,1,1,1,8,0,0
37496010,66,0,15,0,1,23.761999,1,0,1,9,1,0
60747010,69,0,10,1,1,23.780001,1,1,3,6,1,0
43957010,67,0,14,0,1,23.832001,1,0,1,9,1,0
78443010,65,0,15,0,0,23.836,1,1,1,9,0,1
91304010,65,1,3,1,1,23.927,0,0,4,4,1,1
76945020,65,0,12,0,0,23.948,1,0,2,8,1,0
37072010,69,0,7,1,1,23.981764,0,0,3,4,0,1
37072040,72,0,7,1,1,23.981764,0,1,4,5,0,0
59599010,64,0,16,1,1,24,1,1,3,10,0,0
85333010,64,0,15,0,1,24,0,0,2,8,0,0
41670020,67,0,12,1,1,24.014,1,1,3,7,0,1
49498030,73,0,16,1,1,24.024,1,0,3,9,1,1
49498020,66,0,13,1,0,24.024,1,1,4,8,1,0
79096010,69,0,12,0,1,24.025,1,1,2,8,0,0
10565020,68,0,12,1,0,24.035999,0,1,3,7,0,0
51044040,79,0,0,1,0,24.049999,0,0,4,1,0,0
55096020,67,0,11,0,0,24.059999,1,0,2,8,0,0
17075020,66,0,12,1,0,24.1,1,0,3,7,0,1
17075010,67,0,12,1,0,24.1,1,1,4,8,0,0
59690020,67,0,9,0,0,24.116348,0,0,2,6,1,0
58153010,66,0,12,1,1,24.143999,1,1,3,7,1,0
79638020,67,0,9,1,0,24.164,1,1,3,6,1,0
79638010,69,1,17,1,0,24.164,1,0,3,10,1,0
20842010,64,0,10,1,0,24.179001,0,1,4,7,0,1
83229020,68,0,8,1,1,24.188,1,0,4,6,1,0
59920020,65,0,9,1,1,24.252001,0,1,4,7,1,1
22860010,68,0,10,1,1,24.259151,1,1,3,6,1,0
38577010,66,0,8,1,1,24.299999,1,1,3,6,1,0
20540030,77,0,9,1,1,24.299999,1,1,4,6,1,0
20540020,67,0,12,1,1,24.299999,0,1,4,7,1,0
37101010,66,0,12,1,1,24.304001,1,1,4,7,1,0
37101020,65,0,13,1,0,24.304001,1,0,3,9,1,1
41403010,64,0,12,1,0,24.312,1,1,3,8,1,0
44417020,67,0,12,0,1,24.316,1,0,1,8,1,0
72001030,72,1,12,1,1,24.344,1,0,4,8,1,1
72001020,67,1,11,1,1,24.344,0,0,4,6,0,0
39221010,68,0,7,0,1,24.348,0,0,2,5,0,1
51098020,69,0,9,1,1,24.352776,1,1,4,6,1,0
36077010,68,0,12,1,1,24.360001,1,0,3,8,1,0
54071030,73,1,11,1,0,24.379999,1,0,4,8,1,1
31912020,66,0,13,0,0,24.388,1,1,2,8,1,0
56140020,65,0,12,1,0,24.4,1,0,4,7,1,1
53926010,67,0,13,0,0,24.462,1,1,1,7,1,1
12574020,66,1,10,1,1,24.48,0,0,3,6,1,0
12574010,68,0,16,1,1,24.48,0,1,4,9,1,1
86986040,69,0,10,1,1,24.483999,0,1,4,7,1,1
81545040,71,0,13,1,1,24.584,1,1,3,8,1,0
76812020,67,0,13,1,1,24.6,1,0,3,8,1,1
76812030,70,0,12,1,1,24.6,1,1,3,7,1,1
85689010,69,0,12,1,1,24.612,1,0,4,8,0,0
11212010,69,0,16,1,1,24.676001,1,0,4,9,1,1
47565010,68,0,6,0,0,24.698,1,1,1,4,0,0
79076020,68,0,12,1,1,24.82,1,1,4,7,0,1
79076010,68,0,12,1,1,24.82,1,1,3,8,1,0
52492010,68,0,12,1,1,24.84,0,1,3,8,1,1
52492020,65,0,12,1,0,24.84,1,1,4,7,0,0
13062010,65,0,12,1,0,24.844,1,1,3,8,1,0
47707020,60,0,9,1,1,24.872,1,1,4,7,1,1
40438040,71,0,12,1,1,24.9,1,0,4,8,0,0
51478010,66,0,12,0,0,24.924,1,1,1,7,1,1
31770020,60,0,12,1,0,24.940001,0,0,3,8,1,0
16454030,71,0,12,1,1,24.983999,0,1,4,7,1,0
16454020,66,0,12,1,0,24.983999,1,1,3,8,0,0
52632040,69,0,12,1,1,25,1,1,3,7,0,0
33914010,65,0,16,0,0,25,1,1,2,9,1,0
64722030,53,1,8,1,0,25.016001,0,0,4,6,1,0
14341010,68,0,11,0,1,25.040001,1,1,1,7,0,0
71818020,66,0,12,0,0,25.059999,0,0,1,7,0,0
76717030,75,0,17,1,1,25.1,1,1,4,10,1,0
76697040,73,0,16,1,1,25.120001,1,1,3,9,0,0
76697010,65,0,16,1,1,25.120001,1,1,4,9,1,1
25092010,67,0,17,0,1,25.176001,1,1,1,10,0,0
47945010,68,0,17,0,1,25.26,1,0,2,11,1,1
65482010,65,1,3,1,1,25.271,0,0,3,3,0,0
73093010,69,0,11,1,1,25.274,1,1,3,6,0,0
73093040,72,0,8,1,1,25.274,1,1,4,6,1,0
36199020,67,0,12,1,1,25.364,1,1,3,8,1,0
36199030,74,0,12,1,1,25.364,0,1,3,7,0,1
35857010,68,0,15,0,1,25.388,1,1,1,9,0,0
75988010,69,0,8,1,1,25.42,0,0,3,5,0,0
76439010,68,0,11,0,1,25.427999,1,1,2,6,0,0
56675010,68,0,7,1,1,25.430311,1,1,4,6,1,0
22415040,71,0,12,1,1,25.440001,1,1,3,8,1,1
22415010,68,0,12,1,1,25.440001,1,1,4,8,1,0
39970010,59,0,15,1,0,25.466,0,1,4,9,1,0
40219010,65,0,15,0,1,25.468,1,1,1,9,1,1
38017010,67,0,16,1,1,25.5,1,0,3,10,1,0
49207020,66,0,12,1,1,25.5,1,1,3,8,0,0
38017020,66,0,16,1,1,25.5,1,1,3,10,0,1
49207030,72,0,13,1,1,25.5,1,0,3,7,0,0
46379020,70,0,9,1,1,25.563999,0,0,4,6,1,1
46379010,66,0,12,1,0,25.563999,1,1,4,8,1,0
77130010,65,0,14,1,1,25.568001,0,1,3,8,1,0
35438010,68,0,12,0,1,25.577034,1,1,1,7,1,1
72353020,65,1,12,1,1,25.58,1,0,4,7,1,0
87061010,65,0,12,0,0,25.622,1,1,2,7,0,1
83988010,68,0,12,0,0,25.641642,1,1,1,7,1,0
46793040,70,0,12,1,1,25.664,1,1,4,8,1,0
46793010,66,0,13,1,0,25.664,1,0,3,8,1,0
11667020,67,0,9,1,1,25.719999,1,1,4,6,1,0
85196010,64,0,12,1,1,25.719999,1,1,4,7,1,1
11667030,70,0,9,1,1,25.719999,1,1,4,7,1,0
48608010,68,0,17,0,1,25.728001,1,0,1,9,1,1
11582020,67,0,12,1,1,25.74,1,1,3,7,1,0
11582010,65,0,12,1,0,25.74,1,1,4,7,1,1
24500020,66,0,12,1,1,25.799999,1,0,3,7,0,0
24500030,74,0,8,1,1,25.799999,1,1,3,6,0,0
16161020,68,0,12,0,1,25.844,1,0,2,8,0,1
21163020,63,0,12,1,1,25.863001,0,1,4,8,1,0
80116020,67,0,10,1,0,25.931999,1,0,4,6,1,0
80116030,71,0,12,1,1,25.931999,1,1,4,7,0,0
11678010,68,0,13,0,0,25.940001,1,1,2,8,1,1
77743030,72,0,8,0,1,25.944,1,0,2,6,1,0
23212010,65,0,16,1,0,25.959999,1,0,4,9,1,0
44265010,69,0,11,1,1,26,0,1,3,8,1,1
44265040,69,0,12,1,1,26,0,1,3,8,1,0
38511010,65,0,12,0,0,26,1,0,2,7,1,0
85048020,67,0,13,0,0,26.056,1,0,1,8,1,0
40953020,65,0,12,1,1,26.062405,1,1,3,8,1,0
40953010,65,0,12,1,1,26.062405,1,1,4,7,1,0
30733030,69,0,17,1,1,26.087473,1,1,3,10,1,1
30733020,68,0,14,1,1,26.087473,1,0,3,8,0,0
45630010,65,0,12,0,1,26.108124,0,1,2,8,1,0
77134020,67,0,12,1,0,26.139999,1,1,4,8,1,1
77134030,73,0,12,1,1,26.139999,1,0,3,7,1,0
86286020,67,0,6,1,1,26.15,0,1,3,4,1,1
20142010,67,0,13,0,0,26.16,1,1,1,8,1,0
14852010,63,0,12,1,0,26.176001,0,1,4,7,1,1
